park_name,経度,緯度,leaf_temp_mean
桜ヶ丘公園,139.4567753,35.63901103,29.82875433895148
桜ヶ丘公園,139.4567766,35.63874063,24.667087731775286
桜ヶ丘公園,139.4571003,35.64036411,31.53210535193649
桜ヶ丘公園,139.4571015,35.6400937,28.982761315821534
桜ヶ丘公園,139.4571028,35.63982329,26.97290443301492
桜ヶ丘公園,139.4571041,35.63955288,42.19808526887706
桜ヶ丘公園,139.4571053,35.63928248,27.644272172230295
桜ヶ丘公園,139.4571066,35.63901207,30.47627274455513
桜ヶ丘公園,139.4571079,35.63874166,26.623670789319
桜ヶ丘公園,139.4571091,35.63847125,29.350739309329104
桜ヶ丘公園,139.4574302,35.64063555,24.463285392583273
桜ヶ丘公園,139.4574315,35.64036514,30.457334358497093
桜ヶ丘公園,139.4574328,35.64009473,33.117276842305756
桜ヶ丘公園,139.457434,35.63982433,27.638966609852375
桜ヶ丘公園,139.4574353,35.63955392,24.786829910458206
桜ヶ丘公園,139.4574366,35.63928351,28.528697948892226
桜ヶ丘公園,139.4574378,35.6390131,32.576379782462695
桜ヶ丘公園,139.4574391,35.6387427,26.347093019188016
桜ヶ丘公園,139.4574404,35.63847229,45.98905459795539
桜ヶ丘公園,139.4577615,35.64063658,30.041424735880852
桜ヶ丘公園,139.4577628,35.64036617,28.211484405236597
桜ヶ丘公園,139.457764,35.64009577,28.208740725962514
桜ヶ丘公園,139.4577653,35.63982536,41.77584007814294
桜ヶ丘公園,139.4577666,35.63955495,35.80772486833128
桜ヶ丘公園,139.4577678,35.63928454,27.08412350775965
桜ヶ丘公園,139.4577691,35.63901414,22.836278529588935
桜ヶ丘公園,139.4577704,35.63874373,26.491524685716463
桜ヶ丘公園,139.4577716,35.63847332,25.795457553520574
桜ヶ丘公園,139.4580953,35.6400968,33.25549620305015
桜ヶ丘公園,139.4580965,35.63982639,18.478645984761236
桜ヶ丘公園,139.4580978,35.63955598,28.94758671952351
桜ヶ丘公園,139.4580991,35.63928558,39.73256971389054
桜ヶ丘公園,139.4581003,35.63901517,34.07577789654683
桜ヶ丘公園,139.4581016,35.63874476,25.327370086996606
桜ヶ丘公園,139.4581029,35.63847435,24.45407816991779
桜ヶ丘公園,139.4581041,35.63820395,35.348639586402925
桜ヶ丘公園,139.4584253,35.64036824,25.049579204547705
桜ヶ丘公園,139.4584265,35.64009783,30.85462939491732
桜ヶ丘公園,139.4584278,35.63982742,26.263882494739963
桜ヶ丘公園,139.4584291,35.63955701,37.788401890141394
桜ヶ丘公園,139.4584303,35.63928661,31.369463237029883
桜ヶ丘公園,139.4584316,35.6390162,32.53051747949423
桜ヶ丘公園,139.4584329,35.63874579,30.792487102043193
桜ヶ丘公園,139.4584341,35.63847538,24.898420341063918
桜ヶ丘公園,139.4584354,35.63820498,32.16832514316867
桜ヶ丘公園,139.4584366,35.63793457,37.42417655649495
桜ヶ丘公園,139.4584379,35.63766416,28.13527769895722
桜ヶ丘公園,139.4584392,35.63739375,30.229301464631774
桜ヶ丘公園,139.4584442,35.63631212,27.48544835797007
桜ヶ丘公園,139.458749,35.64199171,26.772339825267007
桜ヶ丘公園,139.4587578,35.64009886,26.102046365528967
桜ヶ丘公園,139.4587591,35.63982845,28.109464449373334
桜ヶ丘公園,139.4587603,35.63955805,32.29924139255665
桜ヶ丘公園,139.4587616,35.63928764,33.56918594348595
桜ヶ丘公園,139.4587628,35.63901723,36.551540638576796
桜ヶ丘公園,139.4587641,35.63874682,32.5976617508927
桜ヶ丘公園,139.4587654,35.63847641,30.76216849350808
桜ヶ丘公園,139.4587666,35.63820601,31.855002870970754
桜ヶ丘公園,139.4587679,35.6379356,32.82838106039589
桜ヶ丘公園,139.4587692,35.63766519,26.327298384961463
桜ヶ丘公園,139.4587704,35.63739478,31.536906968108852
桜ヶ丘公園,139.4587717,35.63712438,31.32000665196381
桜ヶ丘公園,139.4587729,35.63685397,29.28498151205976
桜ヶ丘公園,139.4587742,35.63658356,33.628905106947705
桜ヶ丘公園,139.4587755,35.63631315,19.96773826746883
桜ヶ丘公園,139.4587767,35.63604275,30.009024232301563
桜ヶ丘公園,139.458778,35.63577234,35.80218359346999
桜ヶ丘公園,139.459079,35.64226315,25.76677299510646
桜ヶ丘公園,139.4590802,35.64199274,24.14732759674567
桜ヶ丘公園,139.4590891,35.64009989,30.653321249523962
桜ヶ丘公園,139.4590903,35.63982948,36.21600216851326
桜ヶ丘公園,139.4590916,35.63955908,31.088801293779213
桜ヶ丘公園,139.4590928,35.63928867,36.25058183389056
桜ヶ丘公園,139.4590941,35.63901826,32.97352431357038
桜ヶ丘公園,139.4590954,35.63874785,29.616516109268325
桜ヶ丘公園,139.4590966,35.63847744,34.27524574777011
桜ヶ丘公園,139.4590979,35.63820704,32.784297775712915
桜ヶ丘公園,139.4590991,35.63793663,35.762574102973055
桜ヶ丘公園,139.4591004,35.63766622,23.193170093374352
桜ヶ丘公園,139.4591017,35.63739581,27.78958089489532
桜ヶ丘公園,139.4591029,35.63712541,28.701357501760462
桜ヶ丘公園,139.4591042,35.636855,23.812581217376934
桜ヶ丘公園,139.4591054,35.63658459,38.86269858180659
桜ヶ丘公園,139.4591067,35.63631418,31.129894704209697
桜ヶ丘公園,139.459108,35.63604377,30.02062960705141
桜ヶ丘公園,139.4591092,35.63577337,29.928064535051305
桜ヶ丘公園,139.4591105,35.63550296,34.813682919498945
桜ヶ丘公園,139.4591117,35.63523255,21.342343347120252
桜ヶ丘公園,139.4591206,35.6333397,28.27964670540077
桜ヶ丘公園,139.4591218,35.63306929,34.2023363367824
桜ヶ丘公園,139.4594077,35.64280499,33.96895760809485
桜ヶ丘公園,139.459409,35.64253459,29.796715633264874
桜ヶ丘公園,139.4594102,35.64226418,35.66539524535863
桜ヶ丘公園,139.4594115,35.64199377,20.984750131360077
桜ヶ丘公園,139.4594216,35.63983051,32.736123647582005
桜ヶ丘公園,139.4594228,35.6395601,31.739215218590065
桜ヶ丘公園,139.4594241,35.6392897,29.58965736406989
桜ヶ丘公園,139.4594253,35.63901929,27.23625302155336
桜ヶ丘公園,139.4594266,35.63874888,30.250093225910028
桜ヶ丘公園,139.4594279,35.63847847,42.66473460531941
桜ヶ丘公園,139.4594291,35.63820807,23.95095163002479
桜ヶ丘公園,139.4594304,35.63793766,34.968859134258736
桜ヶ丘公園,139.4594316,35.63766725,27.99236357371227
桜ヶ丘公園,139.4594329,35.63739684,37.04860062182773
桜ヶ丘公園,139.4594342,35.63712643,28.616328600676223
桜ヶ丘公園,139.4594354,35.63685603,26.19282113300398
桜ヶ丘公園,139.4594367,35.63658562,28.18080338430019
桜ヶ丘公園,139.4594379,35.63631521,28.142428914224492
桜ヶ丘公園,139.4594392,35.6360448,31.976742208095043
桜ヶ丘公園,139.4594405,35.6357744,37.83947954839762
桜ヶ丘公園,139.4594417,35.63550399,22.28152339556646
桜ヶ丘公園,139.459443,35.63523358,24.390867343024492
桜ヶ丘公園,139.4594442,35.63496317,27.120756238825923
桜ヶ丘公園,139.4594455,35.63469276,30.3434269853307
桜ヶ丘公園,139.4594468,35.63442236,28.536256973415835
桜ヶ丘公園,139.459448,35.63415195,34.52681639196569
桜ヶ丘公園,139.4594493,35.63388154,29.305903548628248
桜ヶ丘公園,139.4594505,35.63361113,25.209228535042158
桜ヶ丘公園,139.4594518,35.63334072,35.4982805211545
桜ヶ丘公園,139.4594531,35.63307032,35.55691787342972
桜ヶ丘公園,139.459739,35.64280602,31.130719432053297
桜ヶ丘公園,139.4597402,35.64253562,37.4146042843217
桜ヶ丘公園,139.4597415,35.64226521,29.274089503628144
桜ヶ丘公園,139.4597428,35.6419948,33.53768721930686
桜ヶ丘公園,139.459744,35.64172439,31.17178986380463
桜ヶ丘公園,139.4597453,35.64145398,34.56432228516183
桜ヶ丘公園,139.4597528,35.63983154,19.9019791065203
桜ヶ丘公園,139.4597541,35.63956113,30.30679510530904
桜ヶ丘公園,139.4597553,35.63929072,18.404669783357598
桜ヶ丘公園,139.4597566,35.63902032,29.22195577339465
