park_name,経度,緯度,grid_id,green_ratio,yellow_brown_ratio,color_std,hue_mean,ndvi_avg,ndvi_std,ndvi_min,ndvi_max,leaf_temp_mean,label
桜ヶ丘公園,139.4567,35.639,35.6390_139.4567,0.45961154583150154,0.7857218854467426,0.19251859833395546,59.38483491137571,0.30418868353171563,0.24898398519940762,0.23809833989279322,0.8806893511016566,33.298713135122355,E
桜ヶ丘公園,139.4567,35.6387,35.6387_139.4567,0.479499978920073,0.08490175068063505,0.08680531907706497,60.37517892079587,0.6305591593269246,0.3640017657063854,0.6091067222318957,0.797350721351764,27.397116153958244,E
桜ヶ丘公園,139.4571,35.6403,35.6403_139.4571,0.4854908185999693,0.7532723251191874,0.22003409275387623,63.00456910205645,0.5910533683228163,0.0,0.09723896242336293,0.9071534520493747,31.642256602684856,D
桜ヶ丘公園,139.4571,35.64,35.6400_139.4571,0.40051349352531923,0.5686405623042016,0.1250608266746825,83.83341965978428,0.5956242615836292,0.0,0.7063388757820698,0.779235483606011,30.53307320029725,D
桜ヶ丘公園,139.4571,35.6398,35.6398_139.4571,0.5850604447013832,0.25075924264651134,0.07274843942425385,97.39663716026472,0.7535018624590635,0.15612052112960112,0.5399657717087313,1.0,33.04841853582512,H
桜ヶ丘公園,139.4571,35.6395,35.6395_139.4571,0.6674137104616281,0.7016978486202118,0.04098142629658852,76.74448813883633,0.17801038389189175,0.31626944374165766,0.24285188994285153,0.7919524540545051,37.880018075519345,D
桜ヶ丘公園,139.4571,35.6392,35.6392_139.4571,0.81310726299047,0.39946200518392394,0.17533908280629004,86.14337473041677,0.5945711721143893,0.31097075016782466,0.21461793336033128,0.5812341761877132,33.44556769157029,E
桜ヶ丘公園,139.4571,35.639,35.6390_139.4571,0.4127544174575396,0.1077119510103126,0.15184788743138614,78.97039907908174,0.7143169940408239,0.0,0.3822873038464199,0.9283267872858979,32.025678528501366,H
桜ヶ丘公園,139.4571,35.6387,35.6387_139.4571,0.5672758698190304,0.4069559536537234,0.014849010979127518,111.28847381723563,0.7460932539256044,0.05443715586913765,0.5194417686024277,0.7624008655535884,27.50583002699593,H
桜ヶ丘公園,139.4571,35.6384,35.6384_139.4571,0.6883108263465251,0.06138550785295302,0.21168221754859196,65.52344687789144,0.6973428803524466,0.2160544569041115,0.38468935838836993,0.5656398559059234,30.152588212868345,E
桜ヶ丘公園,139.4574,35.6406,35.6406_139.4574,0.47316050367147783,0.12116186429346106,0.1460264028444576,97.28222186942187,0.7269473462320387,0.16086390573543025,0.7471234744617844,0.7200781988701299,27.270789091054702,H
桜ヶ丘公園,139.4574,35.6403,35.6403_139.4574,0.1489381559847477,0.70793629978975,0.0,84.09769472889488,0.2633469269558012,0.14798377007093627,0.2280478734308689,1.0,46.252306062967094,D
桜ヶ丘公園,139.4574,35.64,35.6400_139.4574,0.6159227318939726,0.5054547896582947,0.21778894261782755,91.65521342240464,0.5374881172052778,0.09508476821939996,0.3820893502416794,0.9412704542380114,32.989943638873626,E
桜ヶ丘公園,139.4574,35.6398,35.6398_139.4574,0.03376596565461649,0.6076852609254515,0.12271738230785637,68.97869593985831,0.6300681604717077,0.0,0.37807926573066397,0.6680383742702101,25.379300712917242,D
桜ヶ丘公園,139.4574,35.6395,35.6395_139.4574,0.48817295898339574,0.17322383959640128,0.17834666763527143,102.09031737750382,0.5139593027886853,0.3104927331916889,0.29026388293966116,0.9323096096588597,28.102581889105203,E
桜ヶ丘公園,139.4574,35.6392,35.6392_139.4574,0.6508821804750202,0.15830954680886306,0.107337024664804,93.38771680065781,0.9217663573957857,0.11653179604101294,0.6294171556072949,0.9066296986516388,25.00663652077715,H
桜ヶ丘公園,139.4574,35.639,35.6390_139.4574,0.5613761445733897,0.31869974804539464,0.19157047735882338,77.63859526726608,0.8885775661276082,0.0,0.22253907716271637,0.9999462560093776,25.988397562841413,E
桜ヶ丘公園,139.4574,35.6387,35.6387_139.4574,0.5524438760835446,0.20936363877690956,0.15935685286673903,115.6186080871095,1.0,0.04403472629132954,0.5677111106903694,0.44257689713925674,29.71521064597128,H
桜ヶ丘公園,139.4574,35.6384,35.6384_139.4574,0.4274991360031571,0.30032134893898826,0.15471341322265356,75.10375594470784,0.6386141993452642,0.1472496178076886,0.31408663843764995,0.5721248226465082,31.32119450674784,E
桜ヶ丘公園,139.4577,35.6406,35.6406_139.4577,0.47967741224186056,0.18574560805281298,0.1613165257798052,102.99681393050471,0.6606315033632564,0.2527006594175326,0.34543399079648524,0.4820579720351962,21.24629353366985,E
桜ヶ丘公園,139.4577,35.6403,35.6403_139.4577,0.3498386851519441,0.586142380705059,0.13039349770661413,80.95550679159645,0.38126868437765693,0.004985333006085224,0.19438756950764446,0.49751129726921106,25.666292071878576,D
桜ヶ丘公園,139.4577,35.64,35.6400_139.4577,0.6367298274448573,0.1454374954851192,0.08706422602050388,90.93113993765411,0.6429923355718077,0.0,0.7905755820399607,1.0,26.202390171017083,H
桜ヶ丘公園,139.4577,35.6398,35.6398_139.4577,0.6339664870616344,0.8827418933984101,0.2327107362127753,62.81806013625076,0.6740939619852969,0.12527668593795238,0.26496090898468616,0.19242618875064965,32.718978351776734,E
桜ヶ丘公園,139.4577,35.6395,35.6395_139.4577,0.3855394058148301,0.9540377283159343,0.2764278029853879,61.415100251616686,0.32945673805276654,0.024085877468247932,0.8570031291536939,0.35552253541596135,31.316621439762322,D
桜ヶ丘公園,139.4577,35.6392,35.6392_139.4577,0.31657834983094213,0.6160836010004325,0.21971194873620176,76.3030826898051,0.6001466476055276,0.0,0.3526614792236564,0.5425058746895135,44.57447928760576,D
桜ヶ丘公園,139.4577,35.639,35.6390_139.4577,0.41894415193387674,0.2387466890393199,0.02591890355183478,131.07441879046954,0.6139559459421041,0.0,0.32722587490807953,0.957265852279901,34.94576931753369,D
桜ヶ丘公園,139.4577,35.6387,35.6387_139.4577,0.5630754406491978,0.09425687939590567,0.07200275673447858,134.4921190936732,0.7158349588658157,0.10898737875080335,0.4095664677844993,1.0,28.0647794517497,H
桜ヶ丘公園,139.4577,35.6384,35.6384_139.4577,0.528718013338097,0.4193265199305467,0.15546549920665365,70.71113374666963,0.7304900437456086,0.0,0.345399236899911,0.8886576854822331,30.29376356493899,E
桜ヶ丘公園,139.458,35.64,35.6400_139.4580,0.7199149844495036,0.20915204568192874,0.037675095633300425,118.98811297783382,1.0,0.31497979690942846,0.2025766785268998,0.7979480076322685,28.950765100174838,H
桜ヶ丘公園,139.458,35.6398,35.6398_139.4580,0.16752435356248152,0.4223176257717425,0.1798446555739956,112.94942279059654,0.37656225913320884,0.22284485314191127,0.6950496253418539,0.6474705806695134,31.187807895741333,E
桜ヶ丘公園,139.458,35.6395,35.6395_139.4580,0.12385335203979389,0.28227509097778497,0.23692509471183473,101.19175980930389,0.5676828640335416,0.31049154829451275,0.33615680090280015,0.7976811865441603,32.65525487517925,E
桜ヶ丘公園,139.458,35.6392,35.6392_139.4580,0.2694451594218654,0.526096111839912,0.29742583652378807,77.12978934930426,0.328221728043407,0.08314845679173535,0.35656327334162574,0.8317538197458252,41.32976307370411,D
桜ヶ丘公園,139.4581,35.639,35.6390_139.4581,0.4489356349779239,0.039865433326506494,0.09608527929625629,107.80933127214847,0.9633820477095872,0.0,0.12402000836903798,0.7738131955950821,26.479278568352182,H
桜ヶ丘公園,139.4581,35.6387,35.6387_139.4581,0.5078372629370614,0.47564792296960945,0.08646251754639622,102.00611606998349,0.851084767941805,0.0,0.5295578337658722,0.8603449132088824,30.33472339004301,H
桜ヶ丘公園,139.4581,35.6384,35.6384_139.4581,0.47109553397107123,0.295470428094521,0.08066177990468773,102.2916496144645,0.8804269989392063,0.23737567555702585,0.3211103221440992,0.7585598662141466,25.754676821047756,E
